"id","premise","hypothesis","type","trigger","resp_1","resp_2","resp_3","resp_4","resp_5","mean_resp","sd_resp"
"1891","If the mandate was struck down and the $350 billion lost, what would happen to the insurance industry, Justice Alito asked. Deputy Solicitor General Kneedler said the justices should confine their analysis to the text of the statute, or risk becoming a kind of shadow budget committee.","The Medicaid expansion in the reform law could provide some reimbursement to insurance companies.","target-prior","factives",48.95,61.58,9.58,4.1,NA,31.0525,28.5175634478123
"1891","If the mandate was struck down and the $350 billion lost, what would happen to the insurance industry, Justice Alito asked. Deputy Solicitor General Kneedler said the justices should confine their analysis to the text of the statute, or risk becoming a kind of shadow budget committee. He didn't mention that the Medicaid expansion in the reform law could provide some reimbursement to insurance companies.","The Medicaid expansion in the reform law could provide some reimbursement to insurance companies.","target-negated","factives",84.51,100,97.3,100,90.24,94.41,6.82362073975393
"1891","If the mandate was struck down and the $350 billion lost, what would happen to the insurance industry, Justice Alito asked. Deputy Solicitor General Kneedler said the justices should confine their analysis to the text of the statute, or risk becoming a kind of shadow budget committee. He mentioned that the Medicaid expansion in the reform law could provide some reimbursement to insurance companies.","The Medicaid expansion in the reform law could provide some reimbursement to insurance companies.","target-original","factives",100,100,100,100,100,100,0
"1904"," p191","It took effort for me to say ""amazing""","target-prior","implicative_predicates",51.95,51.35,74.96,73.14,48.95,60.07,12.8273555341699
"1904"," p191 ""Amazing,"" I didn't manage to say.","It took effort for me to say ""amazing""","target-negated","implicative_predicates",99.64,60.56,89.62,NA,NA,83.2733333333333,20.2983184853656
"1904"," p191 ""Amazing,"" I managed to say.","It took effort for me to say ""amazing""","target-original","implicative_predicates",85.55,98.29,91.35,97.88,76.86,89.986,9.01529422703441
"1910","Now, if we really believe that- and we must, surely, if we set aside some time to pray, affirm God's (or Jesus') loving presence and offer ourselves to him to do in us all he wants.","God made an attempt to purify us","target-prior","implicative_predicates",92.25,85.76,54.05,48.5,NA,70.14,22.0606300907295
"1910","Now, if we really believe that- and we must, surely, if we set aside some time to pray, affirm God's (or Jesus') loving presence and offer ourselves to him to do in us all he wants. He will fail to purify us and gradually transform us as he unites us to himself.","God made an attempt to purify us","target-negated","implicative_predicates",100,94.47,9.24,100,88.04,78.35,38.9467187321345
"1910","Now, if we really believe that- and we must, surely, if we set aside some time to pray, affirm God's (or Jesus') loving presence and offer ourselves to him to do in us all he wants. He will not fail to purify us and gradually transform us as he unites us to himself.","God made an attempt to purify us","target-original","implicative_predicates",99.51,50.45,0.09,81.64,78.82,62.102,38.8646390694678
"1929"," In seizing his own Mideast moment, Obama offered a speech that was in some ways notable for what he did not mention.","Obama attempted to mention Saudi Arabia","target-prior","implicative_predicates",1.19,17.8,1.8,23.65,33.69,15.626,14.097653350824
"1929"," In seizing his own Mideast moment, Obama offered a speech that was in some ways notable for what he did not mention. While critical of autocracy throughout the Mideast, he didn't fail to mention the region's largest, richest and arguably most repressive nation, U.S. ally Saudi Arabia.","Obama attempted to mention Saudi Arabia","target-negated","implicative_predicates",98.16,41.64,99.02,0.88,99.88,67.916,44.9669576466988
"1929"," In seizing his own Mideast moment, Obama offered a speech that was in some ways notable for what he did not mention. While critical of autocracy throughout the Mideast, he failed to mention the region's largest, richest and arguably most repressive nation, U.S. ally Saudi Arabia.","Obama attempted to mention Saudi Arabia","target-original","implicative_predicates",0,1.35,3.07,NA,NA,1.47333333333333,1.53871158224449
"196","First Meridian. which is contesting the charges in court.","the fees for these plans were its sole source of income.","target-prior","factives",1.67,19.28,15.71,4.29,0,8.19,8.72259995643501
"196","First Meridian. which is contesting the charges in court. First Meridian didn't allegedly say that the fees for these plans were its sole source of income.","the fees for these plans were its sole source of income.","target-negated","factives",3.8,81.52,1.89,25.43,NA,28.16,37.1405663212971
"196","First Meridian. which is contesting the charges in court. First Meridian allegedly said that the fees for these plans were its sole source of income.","the fees for these plans were its sole source of income.","target-original","factives",59.83,99.43,100,88.33,NA,86.8975,18.8276452324766
"1961","Soon after, Ayman al-Zawahiri, the current leader of Al Qaeda, created an offshoot and competitor of the group, called Al-Jihad. Neither group was known for compromise.","There were exactly two relevant organizations","target-prior","numeric_determiners",100,100,100,28.46,20.22,69.736,41.5429642659259
"1961","Soon after, Ayman al-Zawahiri, the current leader of Al Qaeda, created an offshoot and competitor of the group, called Al-Jihad. Neither group was known for compromise. Yet today, the Egyptian branches of both organizations haven't renounced violence.","There were exactly two relevant organizations","target-negated","numeric_determiners",92.64,92.25,15.39,100,99.02,79.86,36.2144536062606
"1961","Soon after, Ayman al-Zawahiri, the current leader of Al Qaeda, created an offshoot and competitor of the group, called Al-Jihad. Neither group was known for compromise. Yet today, the Egyptian branches of both organizations have renounced violence.","There were exactly two relevant organizations","target-original","numeric_determiners",83.1,48.95,2.81,96.37,98.11,65.868,40.4023219629763
"1981","* 28;332;TOOLONG, two science historians, and two forest historians ) each recommended by independent professional associations.","There were exactly nine people involved","target-prior","numeric_determiners",10.65,10.65,7.05,0,0,5.67,5.38059011633483
"1981","* 28;332;TOOLONG, two science historians, and two forest historians ) each recommended by independent professional associations. All nine, whose statements will be incorporated into the EIS, didn't pronounce the goats exotic.","There were exactly nine people involved","target-negated","numeric_determiners",91.52,100,100,NA,NA,97.1733333333333,4.89593028272803
"1981","* 28;332;TOOLONG, two science historians, and two forest historians ) each recommended by independent professional associations. All nine, whose statements will be incorporated into the EIS, pronounced the goats exotic.","There were exactly nine people involved","target-original","numeric_determiners",100,83.75,100,98.77,100,96.504,7.14956851844921
"1982","The arterial pressure responses in this study differed somewhat from those reported by previous investigators. Whereas a marked pressor response in quads, but not in pares, had been reported in previous studies (22,36), a small increase of MAP in both groups was observed in this study.","There were exactly two groups involved.","target-prior","numeric_determiners",24.66,48.05,1.55,100,23.27,39.506,37.6071579622816
"1982","The arterial pressure responses in this study differed somewhat from those reported by previous investigators. Whereas a marked pressor response in quads, but not in pares, had been reported in previous studies (22,36), a small increase of MAP in both groups was observed in this study. The MAP of both groups didn't increase, but quads averaged 20 mmHg below pares.","There were exactly two groups involved.","target-negated","numeric_determiners",98.77,92.4,100,100,100,98.234,3.3045090406897
